weight,quality,color,clarity,depth_percent,table_percent,price,volume
0.38,Premium,D,SI2,0.611,0.58,6.7,61.405344
0.65,Premium,D,SI1,0.605,0.58,7.666,105.617226
1.5,Good,H,VS2,0.636,0.58,9.257,241.976134
0.71,Ideal,I,SI1,0.62,0.54,7.749,116.7595
0.43,Ideal,G,VVS1,0.62,0.55,7.142,70.131
0.41,Premium,E,VS1,0.6,0.58,7.05,67.00176
1.5,Good,D,SI2,0.624,0.61,9.05,242.11824000000004
1.11,Very Good,H,SI1,0.62,0.55,8.491,181.917776
0.34,Premium,F,SI2,0.6,0.62,6.353,55.81576
1.07,Ideal,G,VS1,0.614,0.57,8.885,175.18248
1.2,Ideal,I,SI2,0.596,0.61,8.495,201.032225
0.74,Ideal,F,VS1,0.62,0.57,8.187,120.89448
0.84,Premium,E,VS2,0.624,0.6,8.168,135.447
0.36,Ideal,D,VS2,0.618,0.56,6.748,59.36207999999999
0.52,Very Good,G,VS1,0.633,0.55,7.504,84.176384
0.4,Ideal,F,VS1,0.618,0.55,6.878,67.12076
0.5,Ideal,H,SI1,0.625,0.57,7.039,81.48421599999999
0.3,Ideal,D,SI1,0.616,0.56,6.564,49.64092
0.33,Ideal,E,VS2,0.611,0.56,6.583,54.42528000000001
1.03,Premium,F,SI2,0.624,0.59,8.431,164.604
1.01,Premium,D,SI1,0.616,0.58,8.689,164.903478
1.14,Good,G,I1,0.637,0.56,7.752,182.3913
0.28,Ideal,H,VS2,0.625,0.54,6.146,46.61412
0.76,Ideal,D,VS1,0.613,0.57,8.35,125.02513
1.2,Good,I,VS1,0.617,0.62,8.669,185.11073
1.09,Ideal,G,SI1,0.622,0.56,8.522,176.81069999999997
1.01,Very Good,H,VS2,0.61,0.63,8.527,159.49362
0.31,Ideal,F,IF,0.62,0.55,6.804,52.419024000000014
2.0,Very Good,H,SI1,0.633,0.59,9.733,325.2912
0.24,Very Good,E,VVS1,0.607,0.6,6.184,39.88746999999999
0.51,Very Good,H,VS1,0.634,0.57,7.27,82.932388
0.7,Very Good,D,VS1,0.604,0.58,8.009,114.523186
0.33,Ideal,H,SI1,0.63,0.57,6.413,53.626923
0.54,Ideal,G,SI2,0.627,0.56,7.16,88.93092
0.9,Good,G,VS2,0.629,0.62,8.273,138.62855999999996
1.01,Very Good,H,SI1,0.635,0.62,8.415,158.74560000000002
1.01,Very Good,E,VS2,0.632,0.57,8.823,162.86225999999996
1.01,Ideal,G,VS2,0.597,0.57,8.704,161.33101600000003
0.32,Ideal,I,VS1,0.617,0.556,6.271,53.334099
0.38,Premium,E,VS1,0.607,0.59,6.974,63.44538200000001
1.07,Premium,F,SI2,0.618,0.58,8.4,172.79362799999998
1.12,Ideal,G,VS2,0.608,0.57,8.807,183.969648
0.36,Ideal,I,VS1,0.605,0.57,6.592,57.977208
1.0,Premium,F,SI1,0.614,0.6,8.431,158.40583
0.62,Ideal,E,SI1,0.607,0.56,7.676,103.990786
1.01,Very Good,F,VS2,0.629,0.55,8.911,164.141424
0.75,Very Good,G,SI1,0.621,0.6,7.876,121.85807699999998
0.23,Very Good,E,VVS2,0.618,0.58,6.273,37.530864
0.91,Good,G,VS2,0.636,0.58,8.356,145.69606
0.76,Premium,E,VS2,0.605,0.56,8.145,128.44741000000002
0.31,Ideal,I,VS1,0.616,0.55,6.192,50.712032
0.43,Ideal,G,SI1,0.629,0.55,6.875,71.742405
0.9,Fair,E,VS2,0.645,0.61,8.325,142.74819
0.3,Ideal,H,VS2,0.623,0.57,6.196,49.02386999999999
0.51,Ideal,E,SI1,0.613,0.55,7.271,83.218905
0.31,Very Good,I,VS2,0.631,0.54,6.324,51.06574199999999
1.54,Premium,G,VS2,0.609,0.59,9.457,253.892275
0.93,Very Good,G,SI1,0.615,0.57,8.321,152.222574
0.54,Ideal,D,SI1,0.621,0.55,7.382,87.505222
0.38,Ideal,F,VS1,0.611,0.56,6.921,63.398013000000006
1.59,Ideal,H,VS1,0.607,0.56,9.535,262.333188
1.21,Very Good,I,SI1,0.618,0.59,8.643,191.2977
0.35,Ideal,D,SI1,0.623,0.55,6.468,57.740628
0.41,Premium,E,VS1,0.623,0.59,6.984,66.784704
0.23,Ideal,G,VVS1,0.619,0.58,6.284,37.973232
0.41,Ideal,F,SI1,0.622,0.54,6.537,68.37312
0.31,Premium,G,VS1,0.63,0.57,6.687,50.10681600000001
0.41,Good,F,SI1,0.633,0.57,6.627,65.967664
0.31,Premium,G,VVS1,0.612,0.59,6.704,49.68432
0.39,Ideal,G,SI2,0.609,0.56,6.574,65.70588000000001
0.37,Ideal,F,VS2,0.614,0.56,6.864,60.142311
0.5,Ideal,E,VS1,0.622,0.56,7.39,83.19833999999999
0.32,Ideal,G,IF,0.613,0.54,6.822,53.618544
0.32,Good,G,VS1,0.632,0.55,6.469,53.140511
0.81,Very Good,E,VS2,0.628,0.57,8.253,130.59060000000002
0.56,Ideal,I,VVS1,0.608,0.57,7.381,91.871496
0.63,Ideal,G,SI1,0.62,0.55,7.395,104.017932
0.39,Very Good,I,VVS2,0.63,0.56,6.668,63.351288
0.8,Ideal,D,SI1,0.627,0.57,8.179,128.79551999999998
0.3,Ideal,I,VVS2,0.625,0.54,6.205,49.321916
1.0,Good,D,VS2,0.639,0.56,8.882,161.62181599999997
1.51,Premium,H,SI2,0.607,0.59,8.66,245.537446
0.44,Very Good,E,SI2,0.632,0.59,6.778,71.00399999999999
0.5,Ideal,F,SI2,0.616,0.57,6.924,82.25028
1.6,Premium,I,SI1,0.603,0.59,9.083,262.919412
1.31,Premium,J,VS1,0.623,0.56,8.738,216.150372
0.71,Very Good,E,VS2,0.627,0.59,7.948,114.64980000000004
0.7,Ideal,E,VS1,0.618,0.56,7.951,115.291918
1.75,Premium,J,VS1,0.622,0.59,9.27,286.0704
0.93,Very Good,D,SI2,0.626,0.57,8.346,151.36679999999998
0.35,Ideal,F,VS2,0.621,0.57,6.809,58.12443
0.31,Ideal,H,VVS1,0.616,0.55,6.561,51.25256999999999
0.23,Very Good,E,VVS2,0.625,0.55,6.225,38.537928
0.52,Premium,G,SI2,0.615,0.59,7.087,84.99663000000001
0.72,Ideal,F,VS1,0.61,0.55,8.232,118.338661
0.3,Good,H,SI1,0.634,0.6,6.068,48.359475
0.58,Ideal,F,VS1,0.622,0.55,7.549,95.490414
1.14,Very Good,H,SI2,0.633,0.57,8.437,183.34602
0.7,Ideal,F,VS2,0.623,0.53,7.975,116.069172
0.3,Premium,G,IF,0.6,0.59,6.863,48.74688
0.43,Premium,E,VS1,0.623,0.58,7.031,68.88840400000002
1.5,Very Good,F,IF,0.632,0.58,9.828,241.91136
0.4,Ideal,H,VVS2,0.623,0.57,6.777,65.498202
1.08,Ideal,G,SI2,0.622,0.56,8.44,176.812336
0.32,Very Good,G,IF,0.624,0.55,6.861,53.482
0.5,Ideal,J,VS2,0.616,0.56,7.08,82.25028
0.35,Very Good,F,VS1,0.619,0.56,6.633,56.87415000000001
1.54,Premium,H,VS2,0.618,0.59,9.296,248.0184
0.42,Ideal,F,SI1,0.616,0.56,6.633,69.51892999999998
0.31,Very Good,H,VVS2,0.619,0.58,6.438,49.71273
1.55,Premium,D,VS2,0.615,0.58,9.689,258.96582800000004
1.04,Ideal,I,VS1,0.614,0.58,8.626,168.571116
0.71,Very Good,E,VS1,0.598,0.58,8.043,116.729412
0.36,Very Good,H,VS2,0.635,0.54,6.592,60.56504999999999
1.25,Premium,J,VS1,0.622,0.58,8.655,204.245184
0.33,Premium,E,VVS2,0.613,0.59,6.608,54.181764
0.23,Very Good,F,VVS2,0.61,0.59,6.142,37.60106100000001
0.33,Ideal,E,VS2,0.613,0.55,6.604,55.1925
1.0,Fair,H,SI2,0.637,0.54,8.06,163.428804
0.31,Ideal,H,VVS1,0.608,0.55,6.848,52.00218399999999
0.23,Very Good,F,VVS2,0.615,0.56,6.368,38.552
0.91,Good,I,VS2,0.643,0.58,7.942,143.69355
0.81,Good,I,VS2,0.638,0.58,7.87,128.647024
0.9,Very Good,H,VS2,0.627,0.59,8.332,144.0576
0.31,Very Good,G,IF,0.616,0.55,6.829,52.464516
0.76,Ideal,H,VVS1,0.621,0.56,8.121,124.22186699999996
0.38,Ideal,E,VS2,0.615,0.54,6.875,63.078624
0.37,Ideal,D,SI1,0.615,0.57,6.524,60.48631999999999
1.58,Ideal,I,SI2,0.623,0.57,8.77,250.52888
0.46,Very Good,F,VS2,0.599,0.55,7.137,78.142592
0.24,Very Good,E,VVS2,0.606,0.62,6.17,40.08641
1.51,Ideal,I,SI2,0.618,0.57,8.933,249.90953600000003
0.51,Very Good,J,SI1,0.626,0.59,6.835,82.06308
1.59,Ideal,H,VS1,0.618,0.57,9.397,256.20443800000004
1.04,Premium,E,SI2,0.5920000000000001,0.58,8.408,175.7276
1.01,Premium,D,SI1,0.618,0.6,8.62,158.96653500000002
0.72,Very Good,E,VS2,0.6,0.57,8.175,119.1631
0.37,Premium,F,SI1,0.624,0.59,6.673,59.99135999999999
0.52,Ideal,D,VVS2,0.615,0.55,8.097,86.69376
0.39,Premium,E,VS2,0.614,0.58,6.79,63.974196000000006
1.01,Ideal,G,SI2,0.615,0.57,8.366,165.6681
0.82,Very Good,G,SI1,0.634,0.55,7.97,134.49239999999998
0.9,Premium,E,VS2,0.622,0.59,8.412,145.09342199999998
0.7,Ideal,D,VVS2,0.613,0.56,8.62,115.97414399999998
0.58,Ideal,G,SI1,0.62,0.58,7.25,95.202328
1.03,Ideal,G,VS1,0.608,0.57,8.934,171.70366500000003
1.22,Ideal,G,VS2,0.614,0.56,9.031,200.80656
1.0,Very Good,H,SI2,0.634,0.61,8.274,159.2628
0.35,Ideal,I,SI1,0.622,0.54,6.196,57.99611999999999
0.9,Good,F,SI2,0.632,0.59,8.044,143.01903
0.39,Very Good,H,VVS2,0.624,0.57,6.664,64.09108
0.32,Very Good,F,VS1,0.6,0.62,6.682,53.427408000000014
0.53,Ideal,E,VS1,0.609,0.57,7.438,86.64705000000001
0.92,Very Good,D,SI2,0.637,0.57,8.218,149.36043600000002
0.5,Premium,E,VS2,0.62,0.58,7.352,81.289845
1.31,Ideal,G,VS2,0.619,0.56,9.096,218.12418
1.0,Premium,F,SI2,0.616,0.61,8.401,157.411908
0.31,Premium,G,VS2,0.598,0.6,6.299,51.45888000000001
0.32,Ideal,G,VVS1,0.623,0.56,6.68,52.732134
1.02,Premium,G,VS1,0.61,0.61,8.872,171.86960000000002
1.01,Ideal,G,SI1,0.631,0.53,8.6,164.54973600000002
0.41,Very Good,E,SI1,0.605,0.61,6.627,66.5376
0.3,Premium,G,VS2,0.626,0.62,6.446,47.415125
0.37,Premium,G,VS2,0.613,0.6,6.725,60.27334
0.61,Ideal,H,SI1,0.619,0.54,7.256,100.761856
0.72,Ideal,E,SI1,0.626,0.56,7.975,116.92638
1.21,Ideal,E,SI1,0.622,0.541,8.886,199.304952
0.51,Ideal,D,IF,0.62,0.56,8.145,85.20063999999999
0.72,Very Good,G,VS2,0.62,0.56,7.855,118.44367499999996
0.7,Premium,H,VS2,0.61,0.59,7.719,112.14346
0.51,Ideal,D,VS2,0.615,0.57,7.488,82.73601
0.3,Ideal,E,VS2,0.62,0.55,6.489,48.953842
1.1,Ideal,D,VS2,0.617,0.56,9.245,181.31061
0.61,Very Good,E,SI1,0.601,0.59,7.451,99.64284
1.51,Premium,E,VS2,0.622,0.58,9.529,241.932514
0.72,Ideal,I,VVS1,0.613,0.57,7.879,116.91289399999998
0.35,Ideal,G,VVS1,0.61,0.56,6.935,58.395816
0.91,Good,G,SI1,0.643,0.6,8.097,144.53236800000002
1.12,Premium,F,VVS2,0.624,0.59,9.213,180.988164
1.41,Ideal,G,VS1,0.604,0.57,9.316,231.696298
0.3,Very Good,G,VVS2,0.613,0.57,6.528,49.039848000000006
0.71,Premium,E,SI1,0.589,0.61,7.753,113.1945
0.3,Very Good,G,VS1,0.629,0.55,6.43,48.6353
0.72,Ideal,I,VS2,0.617,0.56,7.882,117.57387
1.15,Ideal,G,SI1,0.62,0.55,8.75,189.885696
1.09,Premium,F,SI1,0.627,0.58,8.573,175.09295999999998
0.61,Very Good,H,VVS2,0.628,0.58,7.537,99.5112
0.54,Ideal,G,VVS2,0.618,0.56,7.593,88.96230000000001
1.51,Good,H,SI2,0.628,0.6,8.978,238.49826
1.0,Premium,F,SI1,0.619,0.6,8.62,159.619644
0.32,Ideal,D,VS2,0.612,0.56,6.509,51.959502
0.25,Very Good,E,VVS2,0.63,0.55,6.354,40.7836
0.85,Ideal,H,SI2,0.618,0.54,7.886,139.22152
0.3,Premium,D,VS2,0.605,0.58,6.815,50.29991999999999
0.34,Ideal,E,VS2,0.625,0.55,6.54,55.621440000000014
0.6,Very Good,H,SI1,0.604,0.63,7.228,96.70916
1.03,Ideal,I,SI2,0.622,0.57,8.275,169.21970000000002
1.04,Ideal,G,SI2,0.614,0.57,8.402,169.51680000000002
1.0,Good,F,SI1,0.6409999999999999,0.6,8.431,154.363125
1.18,Good,D,SI2,0.607,0.63,8.55,189.947244
0.91,Very Good,J,SI2,0.62,0.56,8.065,148.23039000000003
1.01,Premium,H,SI2,0.594,0.59,8.312,166.635152
1.8,Ideal,H,VS1,0.623,0.56,9.614,292.579936
1.0,Good,D,IF,0.633,0.59,9.676,162.09484199999997
1.4,Ideal,G,VVS1,0.608,0.57,9.625,228.843237
0.31,Premium,F,VS2,0.627,0.59,6.438,50.57402
1.23,Premium,F,I1,0.608,0.59,8.124,202.954992
0.8,Very Good,F,SI2,0.61,0.57,7.927,133.00190099999998
0.4,Ideal,G,VVS2,0.624,0.56,6.957,65.99976000000001
0.51,Premium,G,VS1,0.596,0.58,7.514,84.580182
1.01,Premium,F,SI2,0.622,0.59,8.393,163.01920800000002
0.7,Ideal,I,SI1,0.625,0.55,7.654,115.460768
0.36,Ideal,G,VVS1,0.621,0.56,6.851,60.0438
1.0,Ideal,E,SI1,0.617,0.57,8.622,162.04401
0.4,Good,F,SI1,0.636,0.56,6.532,64.138464
0.58,Very Good,H,VVS1,0.633,0.55,7.59,93.745395
0.31,Ideal,D,VVS2,0.61,0.56,6.749,51.222081
0.32,Premium,F,VS2,0.595,0.6,6.65,53.148928000000005
0.72,Ideal,E,SI1,0.622,0.58,8.019,117.4173
0.73,Ideal,D,VVS2,0.62,0.536,8.422,119.93472
0.5,Premium,D,SI1,0.623,0.58,7.384,81.387696
1.05,Ideal,F,VS2,0.591,0.57,8.949,175.023468
1.02,Very Good,H,SI1,0.628,0.58,8.503,164.65558199999998
0.68,Very Good,E,SI2,0.631,0.545,7.507,112.32342
0.77,Ideal,G,VS2,0.621,0.56,8.173,124.994688
0.62,Premium,E,VVS1,0.619,0.59,8.03,106.3304
0.7,Ideal,D,SI1,0.618,0.55,8.152,116.228112
0.42,Premium,G,SI1,0.606,0.62,6.782,68.49461
1.5,Premium,I,VVS1,0.624,0.6,9.32,243.334368
0.53,Ideal,G,IF,0.627,0.56,7.667,87.197175
0.5,Premium,F,SI1,0.601,0.59,7.194,82.37877999999999
0.3,Very Good,E,VS1,0.614,0.59,6.482,48.81254400000001
0.42,Ideal,I,VS1,0.615,0.56,6.648,69.951924
1.01,Ideal,D,VVS2,0.611,0.57,9.311,166.281588
0.33,Ideal,H,VS1,0.62,0.55,6.361,54.654624000000005
0.44,Premium,G,SI1,0.611,0.59,6.898,70.96572
0.7,Very Good,I,SI1,0.622,0.58,7.667,111.848958
1.06,Premium,H,SI2,0.626,0.58,8.302,171.00395199999997
0.75,Ideal,E,SI1,0.611,0.57,8.004,121.964766
1.5,Fair,H,SI2,0.6459999999999999,0.59,8.74,236.50704
0.52,Very Good,F,SI1,0.626,0.58,7.144,84.311934
0.53,Ideal,E,VVS2,0.605,0.57,7.806,87.98169600000001
0.7,Ideal,H,SI2,0.616,0.54,7.654,115.898725
0.77,Premium,D,VS2,0.618,0.58,8.099,122.14944
0.3,Very Good,E,VVS2,0.619,0.59,6.671,49.067424
1.39,Ideal,G,IF,0.606,0.55,9.468,230.109313
0.33,Premium,H,VVS2,0.616,0.58,6.501,53.69637
1.51,Good,D,SI1,0.6409999999999999,0.62,9.177,237.1369
0.79,Premium,H,VVS2,0.626,0.58,7.947,130.45844
0.38,Ideal,F,VS2,0.624,0.54,6.876,61.8171
0.52,Good,F,SI1,0.638,0.56,7.126,84.3648
0.5,Ideal,F,VVS1,0.62,0.58,7.61,80.554188
0.73,Ideal,G,VVS2,0.613,0.57,7.953,121.131528
0.24,Ideal,H,VVS1,0.624,0.56,6.107,40.199250000000006
1.2,Ideal,F,VS2,0.623,0.55,9.028,196.632968
1.07,Premium,H,SI1,0.6,0.6,8.523,174.94687000000002
0.33,Very Good,E,VS2,0.606,0.58,6.515,54.147155000000005
0.3,Very Good,I,VVS1,0.605,0.6,6.314,49.121856
0.4,Ideal,F,IF,0.619,0.54,7.249,67.62859999999999
0.43,Premium,D,SI2,0.626,0.58,6.823,69.494278
0.44,Ideal,E,VS2,0.616,0.54,6.842,74.03312000000001
0.33,Premium,G,VS2,0.613,0.61,6.541,54.059733
0.31,Premium,E,VS2,0.616,0.59,6.771,50.17464
1.61,Ideal,E,SI2,0.613,0.59,9.325,260.68581900000004
0.9,Very Good,D,SI1,0.625,0.59,8.404,146.08709500000003
0.53,Ideal,D,IF,0.615,0.54,8.165,88.410574
0.41,Ideal,J,VS2,0.618,0.55,6.457,68.05572799999999
0.52,Ideal,H,VS2,0.603,0.57,7.373,85.832145
0.71,Very Good,H,VS1,0.621,0.55,7.851,115.94726
1.13,Very Good,H,VS2,0.617,0.56,8.635,184.83608500000005
1.51,Premium,J,SI2,0.597,0.62,8.581,245.768208
1.06,Ideal,I,VS1,0.612,0.57,8.64,174.218512
1.01,Premium,H,VS1,0.612,0.61,8.574,162.231972
0.35,Good,I,SI1,0.636,0.56,6.157,58.50495000000001
0.42,Premium,D,VS2,0.613,0.58,6.715,68.39280000000001
1.01,Ideal,J,SI1,0.629,0.56,8.247,162.9664
0.38,Ideal,G,VS1,0.625,0.56,6.685,61.20345599999999
0.35,Ideal,D,SI1,0.621,0.57,6.399,55.79543399999999
0.91,Good,D,SI1,0.64,0.59,8.119,143.551114
0.3,Ideal,G,VS1,0.615,0.57,6.405,49.756364
0.32,Premium,G,SI1,0.596,0.6,6.417,52.35817
0.8,Premium,E,VS2,0.63,0.56,8.159,127.70328
0.3,Ideal,F,VVS1,0.617,0.58,6.702,48.35952
1.5,Good,J,VS2,0.617,0.56,8.879,237.95159100000004
0.3,Ideal,G,VS1,0.619,0.56,6.654,49.711662
0.5,Good,E,VS1,0.603,0.62,7.432,80.26788
0.63,Premium,J,SI1,0.619,0.59,7.074,101.802717
1.09,Very Good,F,VVS1,0.614,0.58,9.256,178.6323
1.28,Ideal,F,SI2,0.623,0.55,8.773,207.76435200000003
0.72,Premium,G,VS2,0.629,0.57,7.936,115.90071000000002
0.3,Ideal,G,IF,0.624,0.54,6.76,50.50458
0.35,Premium,G,VVS2,0.622,0.58,6.931,57.28072600000001
0.5,Premium,E,SI1,0.624,0.61,7.206,80.0037
0.76,Very Good,J,VS2,0.612,0.57,7.699,124.67736000000002
0.73,Ideal,G,SI1,0.606,0.57,8.036,121.69684
0.91,Good,E,SI2,0.631,0.61,8.166,142.408704
1.09,Very Good,G,VS1,0.625,0.59,8.787,177.676944
0.81,Premium,G,VS1,0.621,0.58,8.105,130.195008
0.41,Premium,F,VS1,0.626,0.58,6.981,66.86955
0.37,Ideal,D,VS2,0.623,0.55,6.637,60.860646
0.4,Ideal,G,SI1,0.609,0.55,6.772,67.647254
0.76,Ideal,D,VS1,0.611,0.54,8.118,123.910286
1.01,Ideal,I,VS1,0.603,0.57,8.562,167.065479
1.19,Very Good,H,SI1,0.608,0.59,8.63,195.951636
0.51,Ideal,F,VS2,0.606,0.56,7.431,84.253422
0.41,Ideal,D,SI1,0.618,0.56,7.023,66.47163600000002
0.38,Premium,F,VVS1,0.616,0.58,7.136,61.09402500000001
1.7,Ideal,I,SI1,0.618,0.55,9.261,270.53514600000005
0.34,Ideal,D,SI1,0.612,0.57,6.688,55.56320000000001
1.55,Very Good,G,SI1,0.598,0.59,9.151,248.20569
0.9,Premium,G,SI2,0.611,0.58,8.085,145.686084
1.51,Very Good,G,SI1,0.631,0.56,8.934,239.876558
1.0,Very Good,E,VVS2,0.63,0.58,9.13,161.0352
0.73,Premium,D,SI1,0.605,0.58,7.823,120.18590999999998
0.23,Good,E,VS1,0.6409999999999999,0.59,5.996,36.27393
1.16,Ideal,E,SI2,0.619,0.55,8.698,189.429339
0.51,Ideal,G,VS2,0.607,0.56,7.351,85.608824
0.61,Premium,D,SI2,0.608,0.57,7.176,97.94952000000002
0.7,Premium,I,I1,0.623,0.58,7.009,110.844045
0.34,Ideal,I,VS2,0.611,0.55,6.205,56.841785
0.33,Ideal,F,VVS1,0.617,0.55,6.78,54.014168000000005
1.15,Premium,G,VS1,0.63,0.6,8.858,184.28784
1.01,Premium,D,SI1,0.6,0.6,8.62,163.339155
1.63,Good,I,SI1,0.637,0.58,9.183,262.36848000000003
0.59,Ideal,G,SI1,0.613,0.56,7.485,96.518276
0.75,Premium,H,VS2,0.591,0.58,7.822,126.016058
2.0,Ideal,J,VS2,0.61,0.57,9.57,324.51057600000007
0.84,Very Good,D,SI1,0.599,0.54,8.344,143.68872000000002
0.32,Ideal,G,VVS1,0.618,0.56,6.916,52.658928
1.06,Very Good,G,SI1,0.634,0.58,8.549,170.417212
0.3,Premium,D,SI2,0.609,0.58,6.353,48.55593600000001
1.51,Ideal,H,SI1,0.628,0.55,9.259,244.935252
0.3,Ideal,D,SI1,0.61,0.58,6.304,49.382784
0.7,Good,G,SI2,0.6409999999999999,0.56,7.568,113.49935999999998
1.03,Ideal,F,VS1,0.617,0.56,8.873,170.62729199999998
0.52,Premium,H,VVS2,0.611,0.59,7.717,85.386169
0.24,Ideal,H,IF,0.621,0.57,6.223,40.4
0.4,Premium,G,VVS2,0.611,0.58,6.957,65.43096
0.34,Ideal,G,VS2,0.621,0.55,6.64,55.670612
0.52,Ideal,G,VVS2,0.621,0.56,7.555,85.03616
0.43,Ideal,H,SI1,0.607,0.54,6.792,73.2096
1.01,Good,F,SI2,0.631,0.58,8.234,162.201292
0.43,Premium,F,VS2,0.598,0.58,6.808,71.020404
1.5,Very Good,J,VS1,0.613,0.59,9.067,247.05532800000003
1.05,Ideal,I,VVS2,0.618,0.54,8.585,174.285675
0.42,Premium,F,SI1,0.615,0.58,6.65,68.62464
0.9,Ideal,H,VS2,0.616,0.57,8.336,149.027712
0.61,Ideal,E,I1,0.634,0.57,7.135,99.724122
0.53,Ideal,G,VS1,0.619,0.56,7.451,87.06847800000001
1.07,Very Good,E,VS2,0.625,0.57,8.719,176.7018
0.52,Premium,I,SI1,0.625,0.59,6.978,82.384896
0.4,Premium,E,VS1,0.612,0.59,6.959,65.15487999999999
1.57,Premium,F,SI2,0.602,0.6,8.987,249.871643
0.37,Ideal,G,VS1,0.609,0.57,6.682,61.80408
0.31,Ideal,F,VVS2,0.622,0.53,6.56,52.61174100000001
0.71,Ideal,G,VVS2,0.615,0.57,8.271,117.447288
0.34,Ideal,G,VVS2,0.621,0.55,6.903,55.098624000000015
0.52,Ideal,E,VS1,0.6,0.56,7.541,87.76110000000001
0.3,Ideal,F,SI1,0.625,0.57,6.133,49.321916
0.71,Premium,E,SI2,0.605,0.59,7.758,115.99015
0.72,Ideal,F,SI2,0.608,0.56,7.891,118.953234
1.24,Good,G,SI2,0.637,0.6,8.489,195.0437
1.24,Ideal,G,IF,0.62,0.55,9.486,204.837633
1.52,Premium,G,SI1,0.622,0.58,9.049,248.092646
1.28,Ideal,H,I1,0.619,0.56,8.118,206.025105
1.05,Premium,F,SI1,0.618,0.58,8.4,168.116844
1.75,Very Good,I,SI1,0.628,0.59,9.272,280.17216
1.65,Very Good,F,VS1,0.628,0.56,9.766,269.831136
1.09,Ideal,H,SI1,0.614,0.56,8.849,178.633928
0.33,Ideal,F,VVS2,0.624,0.56,6.973,53.920188
1.74,Ideal,I,VS1,0.618,0.56,9.628,283.546449
0.32,Good,F,SI1,0.616,0.601,6.269,52.227120000000006
0.83,Ideal,D,SI2,0.62,0.55,8.236,136.21454
1.02,Very Good,H,SI1,0.635,0.55,8.409,161.07536999999996
0.3,Ideal,G,VS2,0.622,0.57,6.265,49.136544
0.3,Ideal,E,VVS1,0.612,0.57,7.005,50.217608000000006
0.31,Premium,D,VS2,0.625,0.52,6.704,52.684720000000006
0.3,Ideal,H,VVS2,0.611,0.55,6.405,49.91328000000001
0.4,Premium,E,SI2,0.629,0.58,6.751,66.16566000000002
0.7,Premium,H,SI2,0.588,0.59,7.677,118.930432
1.0,Good,G,VS2,0.599,0.57,8.642,162.91925999999998
0.3,Very Good,G,SI2,0.633,0.57,6.227,49.11300000000001
0.83,Very Good,J,VS2,0.605,0.55,7.801,137.079072
1.24,Premium,D,VS2,0.593,0.58,9.184,208.84091300000003
1.02,Very Good,F,VS1,0.613,0.58,8.954,167.634416
1.14,Ideal,G,VS1,0.623,0.56,8.981,188.48038
1.22,Ideal,J,VS1,0.615,0.55,8.639,198.881004
0.32,Ideal,D,VVS1,0.61,0.57,6.97,53.423585
1.57,Ideal,F,SI1,0.611,0.55,9.428,262.085415
0.35,Ideal,I,IF,0.618,0.55,6.572,58.63767
0.35,Very Good,H,VVS2,0.61,0.57,6.477,57.471406
0.5,Very Good,G,SI1,0.629,0.59,7.079,81.25790400000001
1.02,Very Good,G,VVS1,0.621,0.59,8.97,160.935984
1.05,Good,D,SI1,0.637,0.59,8.728,167.115168
0.35,Very Good,E,VS2,0.614,0.58,6.5,57.04699
0.52,Ideal,F,SI1,0.615,0.57,7.116,83.484672
1.01,Ideal,G,SI1,0.607,0.58,8.49,169.54282
0.3,Premium,I,VVS2,0.617,0.58,6.265,49.938612000000006
0.7,Very Good,E,VS2,0.605,0.63,7.915,113.20428
0.73,Premium,I,VS1,0.618,0.62,7.695,117.36867999999998
0.31,Ideal,F,VVS1,0.616,0.56,6.806,50.712032
1.08,Ideal,H,SI2,0.61,0.57,8.42,177.04896
0.41,Ideal,E,VVS2,0.623,0.58,6.989,66.92382400000001
1.05,Premium,H,VS1,0.609,0.6,8.627,171.43992600000004
0.74,Premium,F,SI1,0.623,0.61,7.909,120.2688
0.4,Very Good,G,VVS2,0.611,0.58,6.94,65.29292
0.91,Good,D,SI1,0.6459999999999999,0.58,8.358,144.42220799999998
0.77,Ideal,F,VS1,0.609,0.58,8.204,126.943845
0.91,Ideal,E,VVS1,0.617,0.56,9.173,147.460362
0.37,Premium,D,SI1,0.623,0.56,6.773,61.604352
0.36,Premium,G,SI2,0.619,0.56,6.41,59.103135
0.5,Premium,F,VVS2,0.606,0.58,7.503,82.7424
0.61,Ideal,H,IF,0.62,0.544,7.799,100.577984
1.01,Very Good,G,SI1,0.635,0.6,8.449,159.91478999999998
0.66,Ideal,F,VVS2,0.612,0.57,7.913,107.754822
1.52,Ideal,F,SI2,0.619,0.57,9.223,245.800555
0.54,Very Good,G,SI1,0.632,0.58,7.238,86.63124
1.23,Good,J,VS2,0.636,0.57,8.592,196.78778
0.83,Ideal,F,SI1,0.62,0.55,8.236,137.257875
0.36,Ideal,I,VS1,0.621,0.57,6.592,58.844756
0.7,Very Good,E,SI2,0.631,0.56,7.729,113.442248
0.7,Ideal,G,VVS2,0.599,0.58,8.081,116.32828
1.17,Ideal,G,SI2,0.611,0.56,8.461,194.52216
0.72,Premium,J,VS2,0.614,0.58,7.521,116.71027199999996
1.01,Premium,G,SI2,0.624,0.58,8.399,163.17424200000002
0.54,Ideal,F,VS1,0.609,0.57,7.532,87.42067399999999
0.82,Premium,F,SI2,0.597,0.57,7.961,137.531088
