weight,quality,color,clarity,table_percent,price,depth_percent
0.7,Premium,I,VVS1,0.6,2.0578347879257772,0.591
0.3,Ideal,F,VS2,0.57,1.895218177596285,0.616
1.06,Ideal,G,VVS2,0.57,2.2054131812417723,0.614
0.51,Good,D,VS2,0.58,2.004044277207389,0.631
1.57,Very Good,H,SI1,0.58,2.225055890484808,0.596
0.34,Ideal,E,SI2,0.56,1.8193746362610284,0.62
1.01,Good,G,VS2,0.55,2.146632791220159,0.631
2.01,Fair,F,SI1,0.95,2.2515023027647296,0.586
0.74,Ideal,F,VS1,0.54,2.105840015534367,0.621
0.51,Ideal,E,SI1,0.55,1.974497605907226,0.624
1.2,Premium,H,VS2,0.57,2.1641272998464784,0.624
0.31,Premium,H,VVS2,0.59,1.8622179328766164,0.614
0.7,Very Good,H,VS2,0.55,2.035097727827784,0.621
1.33,Premium,G,SI2,0.58,2.1756603994203787,0.603
0.4,Premium,G,VS2,0.61,1.9375899174395945,0.628
0.58,Very Good,D,SI1,0.58,2.0082140323914683,0.635
0.88,Fair,I,VS2,0.67,2.0597489083341,0.574
0.59,Premium,D,SI1,0.54,2.022341949639263,0.623
0.53,Ideal,G,VVS1,0.56,2.0285429062462996,0.618
0.92,Premium,D,SI2,0.59,2.101080716783317,0.625
1.2,Very Good,I,SI1,0.56,2.136884637216327,0.617
0.9,Ideal,G,SI2,0.53,2.1094856630282126,0.627
0.3,Ideal,I,IF,0.57,1.859729595667322,0.62
0.3,Ideal,E,VS2,0.55,1.8701084356390314,0.615
0.5,Premium,E,VS2,0.59,2.0102254309911536,0.629
0.76,Premium,H,VVS2,0.57,2.071283353978372,0.596
0.35,Ideal,I,VVS1,0.55,1.8626838075647536,0.618
1.34,Premium,F,VS2,0.58,2.224947823266893,0.611
0.9,Ideal,D,SI2,0.56,2.1178205545489512,0.624
0.62,Ideal,G,IF,0.57,2.0745546201064413,0.605
0.3,Premium,F,IF,0.58,1.9345602678597262,0.607
0.41,Ideal,F,VS1,0.55,1.9336929651167216,0.627
0.9,Good,D,VS2,0.62,2.102913897864978,0.579
0.41,Ideal,F,VS2,0.55,1.9471950375181877,0.614
0.35,Very Good,G,VS1,0.6,1.8742606907397987,0.615
0.71,Very Good,J,VS2,0.58,2.0047179954838996,0.621
0.28,Very Good,E,VS1,0.55,1.823258136287426,0.618
1.2,Ideal,G,VVS2,0.57,2.1913182805654587,0.616
1.5,Good,J,SI1,0.56,2.1615973996930684,0.64
0.6,Ideal,F,SI1,0.55,1.9967390499145936,0.615
1.2,Premium,H,SI2,0.57,2.153388786631919,0.624
0.41,Ideal,F,VS2,0.56,1.9110228900548727,0.627
0.55,Very Good,D,VS1,0.56,2.043684821967717,0.595
1.21,Very Good,E,VS1,0.58,2.2248397443691927,0.6
0.91,Ideal,D,SI2,0.54,2.117579938570889,0.626
0.4,Premium,F,VS2,0.58,1.943764992708925,0.61
0.9,Very Good,H,VS2,0.59,2.1205834850110112,0.627
0.78,Ideal,G,SI2,0.56,2.0672424342228384,0.615
0.58,Very Good,D,VS2,0.57,2.0266998304217756,0.602
0.3,Ideal,H,SI1,0.53,1.8313006438485877,0.623
0.34,Good,H,SI1,0.57,1.823581081551011,0.637
0.75,Very Good,E,SI1,0.59,2.0804410420129194,0.611
0.51,Very Good,F,SI1,0.55,1.9719955195309882,0.617
0.26,Ideal,E,VVS2,0.56,1.8550472084639735,0.607
0.29,Good,F,VS1,0.54,1.8282521055870808,0.644
0.36,Ideal,F,VS1,0.59,1.8950678807597503,0.607
1.03,Ideal,G,SI1,0.59,2.1569811191352537,0.622
1.18,Ideal,I,SI1,0.556,2.151296978780264,0.613
0.75,Ideal,D,SI1,0.58,2.086417155416261,0.62
1.0,Very Good,D,VS1,0.62,2.1896403339779114,0.612
0.72,Ideal,E,VS2,0.57,2.083931446952688,0.608
0.73,Premium,H,SI2,0.58,2.0427775573082445,0.625
0.7,Very Good,E,IF,0.58,2.103524212195793,0.634
0.32,Ideal,I,VS2,0.56,1.8094356542409977,0.615
0.9,Ideal,I,VVS2,0.55,2.1158940036821483,0.619
1.21,Very Good,G,SI2,0.59,2.1502494316903475,0.593
0.3,Ideal,G,IF,0.55,1.9110228900548727,0.615
1.01,Premium,D,SI2,0.59,2.093467713412928,0.589
0.41,Premium,E,VS1,0.58,1.943621818537301,0.599
2.17,Ideal,I,SI1,0.56,2.2785997302435343,0.604
0.85,Good,J,SI1,0.64,2.0384893303484066,0.592
0.7,Premium,I,SI2,0.56,2.0078112667285084,0.63
1.03,Ideal,H,SI1,0.56,2.130134655995354,0.623
0.72,Premium,G,SI1,0.59,2.043425687475466,0.606
0.42,Ideal,G,VVS2,0.56,1.937013548547558,0.622
1.02,Very Good,E,SI1,0.58,2.1596380836741127,0.626
2.0,Premium,I,VS2,0.57,2.279725798847963,0.625
0.9,Very Good,J,VS2,0.59,2.081190012213953,0.631
1.51,Premium,G,SI1,0.58,2.2320553268035184,0.626
0.92,Good,D,SI1,0.57,2.1180611126448907,0.636
1.27,Premium,J,VS1,0.59,2.1536209398540875,0.626
0.67,Ideal,H,SI1,0.54,1.9941559473974755,0.621
0.7,Very Good,E,SI2,0.56,2.046401687601636,0.615
0.97,Very Good,G,SI1,0.59,2.1297781285686765,0.61
0.6,Premium,D,SI1,0.61,2.035097727827784,0.628
0.88,Good,I,SI1,0.64,2.0612775710521647,0.602
1.04,Premium,G,SI1,0.61,2.1358218751159437,0.605
0.3,Premium,H,SI1,0.62,1.8392789851960314,0.616
0.31,Premium,D,VS2,0.59,1.8869181224012845,0.62
0.28,Ideal,D,VVS1,0.57,1.8959693231284853,0.617
0.51,Very Good,G,VS2,0.57,1.9838938336679197,0.622
0.4,Ideal,G,IF,0.57,1.9651523952777084,0.614
0.32,Ideal,G,VS2,0.57,1.8838827581038609,0.603
0.58,Premium,G,VS1,0.58,2.02035479922051,0.615
1.31,Very Good,I,SI2,0.57,2.1548968200944416,0.608
0.71,Very Good,I,SI1,0.56,2.034574920339729,0.621
0.35,Premium,H,SI1,0.58,1.8282521055870808,0.624
0.32,Ideal,D,VS1,0.57,1.8959693231284853,0.603
1.09,Ideal,F,SI1,0.56,2.1587147225743437,0.62
1.32,Very Good,J,VS2,0.57,2.16481616324915,0.621
0.38,Ideal,G,SI2,0.55,1.8368921593353946,0.62
0.53,Very Good,G,SI2,0.55,1.943621818537301,0.634
0.9,Premium,H,VS2,0.58,2.1131180680392196,0.623
0.7,Very Good,E,VS1,0.56,2.073926360991726,0.624
0.3,Ideal,G,SI2,0.56,1.7825505301427451,0.625
0.36,Ideal,D,VS1,0.55,1.9416152247724325,0.617
0.53,Very Good,G,VS1,0.58,2.003100308423113,0.597
1.22,Premium,J,SI2,0.6,2.1195032472536823,0.622
0.4,Very Good,G,SI2,0.59,1.8931119634883424,0.634
1.15,Premium,H,SI1,0.58,2.153388786631919,0.62
0.3,Premium,H,VVS1,0.59,1.9136820731848596,0.62
0.31,Very Good,E,IF,0.59,1.9598130542243046,0.615
0.45,Fair,F,VS2,0.59,1.943764992708925,0.643
1.13,Premium,G,IF,0.59,2.217027204632399,0.612
1.22,Ideal,H,VS1,0.55,2.187398683184928,0.623
0.36,Ideal,F,IF,0.56,1.9414717424563819,0.614
0.42,Very Good,G,VS2,0.55,1.9095425048844386,0.621
0.3,Very Good,H,SI1,0.58,1.7989005773794216,0.626
1.23,Ideal,J,SI1,0.57,2.1511806388348127,0.622
1.01,Premium,E,IF,0.58,2.234306252240751,0.626
1.09,Very Good,F,VS1,0.58,2.1900880617668994,0.629
2.02,Ideal,I,SI2,0.57,2.2492897959358222,0.617
0.43,Very Good,E,SI2,0.6,1.8931119634883424,0.59
1.23,Good,H,SI1,0.56,2.161136729409671,0.639
0.43,Premium,F,SI1,0.6,1.934993637313963,0.605
0.37,Ideal,E,SI1,0.56,1.9058319254879028,0.619
0.31,Ideal,J,VVS2,0.54,1.810908288066816,0.622
0.91,Very Good,F,VS2,0.58,2.1400661634962708,0.621
0.61,Ideal,E,VVS2,0.54,2.080690761080268,0.62
0.26,Ideal,E,VVS1,0.56,1.8938646921652087,0.62
1.13,Premium,D,VS2,0.58,2.1923236987365082,0.617
0.56,Ideal,G,VS1,0.55,2.022474286038583,0.622
0.5,Very Good,E,SI2,0.57,1.9433354086828443,0.63
1.06,Very Good,F,SI1,0.58,2.135349173618132,0.625
0.41,Ideal,E,SI2,0.58,1.8691833661928585,0.615
0.32,Good,H,SI2,0.56,1.791592788670956,0.631
0.41,Ideal,F,VS1,0.56,1.9336929651167216,0.62
1.26,Very Good,I,SI1,0.58,2.169167979553694,0.619
0.43,Very Good,G,VS2,0.56,1.9110228900548727,0.629
0.32,Ideal,E,VVS1,0.56,1.935571171260134,0.617
0.38,Premium,H,VS2,0.6,1.916922612182061,0.609
1.0,Ideal,D,SI2,0.56,2.1410068973379905,0.614
0.9,Very Good,H,VVS2,0.62,2.1382998986861894,0.597
0.71,Good,E,SI1,0.62,2.0577070495338297,0.608
1.0,Fair,E,SI2,0.56,2.108150468316289,0.69
1.11,Ideal,G,VS2,0.56,2.18053044698674,0.612
0.27,Ideal,H,SI1,0.57,1.7874167197939181,0.616
0.39,Premium,G,VS1,0.58,1.9360041029358477,0.627
0.64,Good,E,SI2,0.59,1.943764992708925,0.566
1.0,Ideal,D,SI1,0.57,2.159407323317718,0.619
0.9,Ideal,E,SI2,0.54,2.114205221616127,0.619
0.55,Very Good,G,IF,0.6,2.0473056716497653,0.602
0.36,Ideal,I,VS1,0.56,1.8858567926071705,0.621
0.56,Ideal,D,SI1,0.56,2.008482452739342,0.623
0.36,Premium,F,SI1,0.58,1.8558291304680006,0.615
1.01,Premium,H,SI1,0.58,2.09642156171452,0.592
0.32,Ideal,F,VS2,0.57,1.8670215370618484,0.613
0.55,Ideal,E,VS1,0.55,2.0265680520727676,0.611
1.09,Very Good,G,VS1,0.59,2.1780417579194453,0.625
1.01,Very Good,D,SI2,0.63,2.1051092884284137,0.591
0.91,Very Good,G,VS1,0.58,2.1216625571137984,0.632
1.03,Very Good,E,SI2,0.63,2.1248928045837534,0.607
0.92,Premium,D,SI2,0.58,2.11842184132072,0.624
1.12,Ideal,J,VS2,0.57,2.1040121956140405,0.629
0.71,Very Good,D,VS2,0.59,2.094453299300274,0.619
1.05,Fair,G,VS1,0.58,2.185264450417503,0.654
0.51,Ideal,J,SI1,0.56,1.930941533361392,0.625
0.39,Ideal,F,VS1,0.552,1.9235184587404122,0.618
1.53,Premium,H,VS2,0.6,2.2289385528257473,0.599
1.32,Very Good,I,VS2,0.59,2.18278752953845,0.605
0.31,Ideal,E,VS2,0.54,1.9126487865035082,0.618
0.7,Fair,D,VVS2,0.62,2.0918640616783932,0.585
0.32,Ideal,G,VVS2,0.55,1.923080086555413,0.611
0.41,Very Good,E,SI1,0.57,1.9136820731848596,0.631
1.0,Very Good,D,SI1,0.61,2.162978138607628,0.593
0.4,Very Good,F,VVS1,0.57,1.965852822566973,0.619
0.31,Good,H,SI1,0.57,1.8082887711792655,0.636
1.06,Very Good,E,SI2,0.62,2.1314408367902162,0.617
0.3,Very Good,E,VS1,0.6,1.8817525077547597,0.619
0.47,Premium,H,VS1,0.58,1.961080213844758,0.618
0.72,Good,F,SI1,0.61,2.054380111084465,0.604
1.02,Good,D,SI2,0.65,2.11069793133039,0.589
1.51,Ideal,G,VS2,0.55,2.2453796192232667,0.618
0.31,Premium,G,VS2,0.56,1.8791596595088884,0.61
0.32,Ideal,D,VS1,0.56,1.8838827581038609,0.614
0.31,Premium,F,VS2,0.6,1.9001653430718415,0.623
1.0,Premium,H,I1,0.6,2.0724169267428714,0.613
1.58,Very Good,H,VS2,0.6,2.2266754988936954,0.614
0.51,Premium,G,VS1,0.58,2.003639828263554,0.621
0.39,Good,F,VVS2,0.58,1.931231514514649,0.635
2.04,Premium,H,SI2,0.56,2.268511112660294,0.627
1.63,Very Good,G,VS2,0.57,2.2504493385735174,0.625
0.92,Very Good,G,SI2,0.6,2.1065702090680887,0.624
0.33,Premium,E,SI1,0.58,1.8501855976966672,0.609
1.2,Good,G,VS2,0.59,2.1762279041175234,0.64
0.38,Ideal,H,SI1,0.56,1.8751810773671274,0.615
0.9,Very Good,H,SI1,0.59,2.0974042420540084,0.587
0.54,Ideal,E,SI2,0.56,1.9740810260220096,0.607
0.38,Ideal,E,VS2,0.55,1.9022567689910337,0.615
1.27,Premium,D,SI1,0.58,2.201990977758343,0.625
0.33,Ideal,D,VS2,0.55,1.8962696234310423,0.609
2.19,Ideal,H,SI1,0.57,2.2848283714047866,0.606
0.9,Good,I,VVS2,0.55,2.1066918561699963,0.648
0.9,Very Good,G,VS1,0.56,2.1190227667639583,0.615
0.76,Ideal,E,SI1,0.55,2.1021810286493254,0.613
0.24,Very Good,D,VVS2,0.62,1.83354100324301,0.595
0.74,Ideal,I,VS2,0.57,2.0551488491107914,0.615
0.51,Ideal,F,SI1,0.56,1.9808635283187406,0.629
0.31,Ideal,F,IF,0.56,1.9175106745336155,0.612
0.7,Ideal,I,VVS1,0.56,2.0568124236194745,0.618
1.5,Ideal,F,VS2,0.56,2.2673723372383012,0.619
0.42,Premium,F,SI1,0.59,1.8946168546677629,0.6
0.55,Premium,G,VS2,0.59,1.9947003132247452,0.596
1.44,Very Good,E,I1,0.62,2.1437065879265575,0.611
0.75,Ideal,D,VS2,0.55,2.0977724983645594,0.624
0.55,Ideal,E,VS1,0.57,2.01156411927675,0.615
0.77,Very Good,G,VVS1,0.54,2.11456734365521,0.626
1.01,Premium,D,VVS2,0.6,2.224623551524334,0.624
0.96,Premium,E,SI2,0.56,2.078566158643882,0.604
0.35,Ideal,D,VS2,0.56,1.9050881545350582,0.606
1.0,Premium,G,SI1,0.59,2.1410068973379905,0.63
1.01,Good,F,VS2,0.59,2.1651604170823733,0.636
1.01,Premium,E,VS2,0.58,2.1695107387687034,0.629
0.96,Ideal,I,I1,0.56,2.0500127309890237,0.62
1.7,Very Good,I,VS2,0.59,2.2324844653145566,0.585
0.32,Very Good,H,VS1,0.58,1.8453002361560848,0.617
0.59,Ideal,F,SI2,0.54,1.9581210064432804,0.617
0.3,Ideal,G,IF,0.55,1.9261446639264976,0.621
0.35,Very Good,G,VVS1,0.57,1.9074662769400255,0.611
1.5,Good,G,SI2,0.57,2.1964464969323783,0.643
1.58,Ideal,F,VS2,0.57,2.256541154492639,0.6
0.3,Ideal,H,SI1,0.55,1.7989005773794216,0.626
1.09,Ideal,H,SI1,0.57,2.1449951724192746,0.611
0.27,Very Good,G,VS1,0.54,1.8056623743970464,0.61
0.23,Very Good,E,VVS2,0.59,1.8151504220186307,0.618
0.43,Ideal,G,IF,0.57,1.9742199052667297,0.616
0.78,Ideal,H,SI2,0.54,2.0482088392487374,0.616
1.03,Premium,E,VS2,0.61,2.1795130954040514,0.629
0.4,Very Good,E,VS1,0.61,1.9400357858627129,0.605
0.7,Premium,G,SI2,0.59,2.026040764952721,0.62
1.51,Ideal,H,SI2,0.56,2.2082744135228043,0.619
1.05,Very Good,H,SI1,0.6,2.1346397021445984,0.631
0.81,Ideal,E,VVS2,0.537,2.150482314784088,0.622
1.33,Good,J,VS2,0.62,2.1478008791931793,0.574
0.82,Good,F,VS2,0.622,2.094453299300274,0.609
0.7,Ideal,G,VS1,0.55,2.0951918517710677,0.619
0.72,Very Good,G,VS1,0.58,2.0724169267428714,0.638
0.3,Premium,E,VS2,0.58,1.8701084356390314,0.621
0.33,Very Good,H,VVS2,0.55,1.8594181177018698,0.618
0.72,Very Good,H,SI2,0.59,2.038359096578606,0.624
0.71,Ideal,H,VS2,0.55,2.087781665954837,0.619
1.05,Premium,G,SI2,0.62,2.1321525805925043,0.626
1.06,Good,I,VS1,0.62,2.1393600318910795,0.588
1.0,Ideal,H,VS2,0.57,2.1205834850110112,0.624
0.86,Ideal,H,SI2,0.55,2.075684492802124,0.618
1.2,Fair,F,SI2,0.6,2.1519947343615446,0.634
0.41,Ideal,D,VS1,0.57,1.9622052315418157,0.629
0.77,Premium,I,SI1,0.58,2.0339210263780267,0.604
0.52,Ideal,E,SI1,0.55,1.9964674583865798,0.616
0.42,Premium,G,VS1,0.59,1.9303613186656832,0.625
0.65,Very Good,I,VVS1,0.58,2.033790196260747,0.629
0.9,Very Good,I,VVS1,0.57,2.111666688974573,0.634
1.54,Premium,G,VS2,0.58,2.2444261788205138,0.598
1.04,Very Good,F,IF,0.56,2.225812034188132,0.598
1.02,Very Good,E,VS1,0.54,2.2001093014048094,0.629
0.7,Good,J,VVS2,0.55,2.023003456576133,0.632
0.4,Very Good,F,VS1,0.59,1.9300710850255671,0.615
0.7,Very Good,F,SI1,0.59,2.0471765810925606,0.617
1.03,Premium,G,VS2,0.59,2.1598687907924505,0.63
0.33,Very Good,I,VS1,0.56,1.8724173722455093,0.631
0.42,Premium,G,VS2,0.61,1.944623607529848,0.601
0.7,Fair,F,SI1,0.56,2.0360119837525,0.66
0.9,Fair,D,SI1,0.61,2.122860162047357,0.638
0.33,Very Good,I,VS2,0.61,1.8144989561975444,0.61
1.76,Ideal,I,SI2,0.55,2.217136131161563,0.612
2.28,Very Good,H,SI2,0.54,2.247706431484056,0.633
1.03,Very Good,J,SI2,0.6,2.1070567087128094,0.58
1.5,Very Good,E,VS2,0.57,2.2600950413730936,0.632
0.33,Ideal,F,VS2,0.56,1.8719560112223317,0.613
0.32,Premium,D,VVS2,0.6,1.9214710757497122,0.615
0.91,Very Good,H,VS2,0.56,2.101569893752837,0.631
0.91,Good,F,SI1,0.58,2.1132389212631266,0.637
0.9,Ideal,I,SI1,0.55,2.1127554207097696,0.615
0.5,Premium,D,SI1,0.56,2.0029653829692218,0.626
2.21,Very Good,J,SI2,0.62,2.2417729535972883,0.606
0.55,Premium,H,VS2,0.61,1.966692688237842,0.599
1.53,Ideal,E,SI1,0.542,2.2466494606637424,0.623
2.03,Premium,J,SI2,0.59,2.243259626909231,0.627
0.71,Ideal,D,SI1,0.56,2.09272788600557,0.623
0.32,Ideal,G,IF,0.55,1.935571171260134,0.618
1.01,Premium,H,VS2,0.59,2.145931282948669,0.616
0.4,Ideal,F,VS2,0.55,1.9289093073752885,0.619
0.34,Ideal,I,IF,0.54,1.8785485993004458,0.621
1.17,Ideal,F,VS1,0.56,2.2064045345200767,0.622
0.32,Very Good,G,VVS2,0.54,1.873339456220478,0.615
0.5,Premium,E,SI1,0.58,1.981690886336151,0.623
0.76,Ideal,H,SI1,0.55,2.082312416771519,0.614
0.72,Very Good,G,SI1,0.56,2.0388799299237133,0.636
0.71,Good,F,VS1,0.57,2.106083472626257,0.618
0.44,Ideal,G,SI1,0.56,1.9572739077056285,0.609
0.71,Very Good,J,SI1,0.58,2.02273890631004,0.635
0.32,Ideal,D,SI2,0.56,1.8589507187683783,0.611
0.9,Premium,F,SI1,0.59,2.1173392646828444,0.604
0.31,Premium,G,VS1,0.6,1.8622179328766164,0.612
0.34,Ideal,D,VS2,0.56,1.9007633398006798,0.614
1.14,Very Good,J,VS1,0.6,2.1348762485679367,0.6
0.72,Good,F,VS1,0.58,2.0803161590904966,0.638
0.32,Ideal,D,SI1,0.55,1.8828182001750216,0.609
0.79,Premium,G,SI2,0.58,2.019824224861333,0.603
0.4,Good,H,SI2,0.57,1.8838827581038609,0.638
0.32,Very Good,I,SI1,0.56,1.8432444119165634,0.631
1.51,Good,F,SI2,0.61,2.191430043627883,0.642
0.55,Premium,G,SI2,0.59,1.9421889482534593,0.612
1.58,Very Good,F,VS2,0.61,2.258528706797126,0.599
0.58,Very Good,E,VS2,0.58,2.003100308423113,0.619
0.34,Ideal,D,SI1,0.56,1.8623732485560465,0.606
1.83,Premium,E,SI2,0.57,2.244214179667716,0.62
1.53,Very Good,G,VS2,0.57,2.2504493385735174,0.616
0.33,Very Good,F,VS1,0.56,1.8724173722455093,0.593
0.28,Ideal,E,VVS2,0.56,1.867330656075129,0.624
0.55,Very Good,F,VVS2,0.59,2.037577337581137,0.624
0.57,Very Good,D,VS2,0.59,2.010359380492392,0.625
1.52,Premium,H,VS1,0.59,2.238579763018133,0.584
1.25,Ideal,H,VS1,0.57,2.200773826847361,0.621
0.4,Very Good,D,SI2,0.59,1.8994173439345647,0.634
1.11,Ideal,H,SI2,0.56,2.1531565795021166,0.612
0.42,Ideal,D,SI1,0.55,1.8913030995643165,0.619
1.09,Good,D,VS1,0.57,2.188520136706073,0.639
1.0,Premium,E,VS2,0.59,2.1741833781895217,0.618
0.7,Good,F,SI2,0.59,2.051427795224637,0.641
1.01,Very Good,D,VS2,0.58,2.179286876649552,0.604
0.33,Ideal,I,IF,0.56,1.9108749501182172,0.612
1.02,Premium,H,SI2,0.59,2.12846977274719,0.627
1.5,Good,G,SI2,0.57,2.21025048179125,0.631
1.0,Premium,G,SI2,0.6,2.1238172143993888,0.618
0.51,Premium,E,SI1,0.61,1.9843063465647972,0.628
1.31,Premium,I,SI2,0.59,2.158252722104126,0.591
0.3,Ideal,G,VS1,0.57,1.8619072291301368,0.609
1.0,Fair,E,VS2,0.58,2.168253380198754,0.574
0.57,Ideal,F,SI1,0.56,1.9798974113434495,0.616
1.2,Fair,G,SI2,0.59,2.116857743065258,0.655
0.33,Ideal,H,VVS2,0.55,1.9095425048844386,0.619
1.0,Good,E,VVS2,0.61,2.208384297595219,0.578
0.31,Premium,G,VS2,0.59,1.8791596595088884,0.624
1.01,Ideal,D,VS2,0.55,2.199555192674502,0.626
0.54,Ideal,F,SI2,0.56,1.9627672661217361,0.608
1.1,Premium,H,SI2,0.58,2.132745313702147,0.622
0.55,Premium,G,SI1,0.56,1.9617834982116034,0.607
2.22,Ideal,J,SI2,0.57,2.2539199210127645,0.628
0.58,Ideal,J,SI1,0.55,1.9449096487217299,0.615
0.75,Very Good,D,SI1,0.55,2.074805813275308,0.607
0.8,Very Good,D,SI2,0.57,2.0673689604455667,0.637
0.72,Good,F,SI2,0.59,1.9991800600770284,0.638
0.77,Ideal,F,VS2,0.57,2.0824370506596344,0.612
2.02,Premium,H,SI2,0.61,2.245803078895061,0.618
0.41,Very Good,D,VS2,0.54,1.9235184587404122,0.617
1.23,Good,D,I1,0.58,2.1169781452085616,0.637
0.56,Premium,I,VVS1,0.59,2.0002630438027498,0.606
0.4,Premium,E,SI1,0.59,1.918392120161421,0.628
0.61,Ideal,F,VVS2,0.55,2.063820160776879,0.618
1.7,Premium,H,SI1,0.6,2.237299626295416,0.625
1.03,Premium,H,VS2,0.61,2.1502494316903475,0.616
0.32,Ideal,E,VVS2,0.57,1.9074662769400255,0.615
1.05,Ideal,F,SI2,0.55,2.1418293141146516,0.603
0.9,Premium,H,VS1,0.59,2.1174596088673567,0.615
1.14,Ideal,H,VS2,0.53,2.176795086935746,0.626
1.52,Very Good,F,VS2,0.59,2.256750556650246,0.627
1.28,Ideal,G,SI2,0.58,2.173273356513706,0.611
0.9,Good,I,VVS2,0.61,2.1138429683971682,0.629
1.0,Fair,D,SI2,0.58,2.079191510424627,0.693
0.7,Ideal,I,SI2,0.53,2.0068708488450007,0.615
0.91,Very Good,E,SI2,0.58,2.094945728215801,0.634
0.31,Very Good,E,SI1,0.57,1.8791596595088884,0.634
1.48,Premium,H,SI2,0.59,2.16733794358602,0.597
1.7,Very Good,I,VS1,0.59,2.2354832894533097,0.606
0.32,Ideal,F,IF,0.57,1.9264360392199344,0.612
1.26,Ideal,G,VVS1,0.57,2.229799323268393,0.621
0.35,Ideal,E,VVS1,0.56,1.9277461784276422,0.619
1.21,Ideal,F,SI2,0.57,2.1427683915401605,0.615
0.4,Ideal,J,VVS2,0.55,1.871032650122563,0.618
0.53,Ideal,E,VS1,0.57,2.0373166153791646,0.6
0.31,Ideal,D,VS2,0.55,1.923956638839441,0.627
1.2,Ideal,G,VS1,0.5710000000000001,2.205082511632807,0.626
0.41,Good,E,SI1,0.58,1.8911522131060898,0.639
1.07,Ideal,H,I1,0.55,2.096175740671001,0.621
1.5,Ideal,F,VS2,0.55,2.2589466359642163,0.614
0.5,Ideal,D,VS2,0.57,2.0057950015115376,0.619
0.51,Good,F,SI1,0.56,1.971160097594346,0.638
0.55,Ideal,H,SI1,0.55,1.9714386491281806,0.616
0.31,Premium,E,VS2,0.58,1.9126487865035082,0.603
1.01,Very Good,D,SI2,0.61,2.123099511019299,0.608
1.54,Good,I,SI2,0.62,2.163093114175447,0.579
1.04,Ideal,H,SI2,0.56,2.12918363357465,0.621
0.71,Ideal,F,SI2,0.56,2.0408306425521805,0.616
0.54,Ideal,F,VS2,0.55,2.003639828263554,0.603
1.21,Good,E,VS2,0.61,2.2109083044221416,0.627
0.52,Ideal,H,VVS1,0.5379999999999999,2.0118316420177784,0.62
0.35,Ideal,E,VS2,0.56,1.9303613186656832,0.616
0.72,Ideal,G,VS1,0.56,2.0985086043970615,0.615
0.34,Ideal,E,SI1,0.54,1.8438774234901616,0.622
1.2,Premium,F,VS1,0.58,2.2035379393928114,0.623
0.5,Good,F,VS1,0.61,1.9995863164303715,0.615
1.54,Premium,H,IF,0.58,2.242622751821363,0.625
0.91,Very Good,F,SI1,0.58,2.0880295588663698,0.635
0.36,Ideal,E,VVS2,0.56,1.912796464270889,0.621
1.01,Good,H,SI2,0.59,2.1126345090356,0.579
0.76,Very Good,E,SI2,0.6,2.0729203246895707,0.608
0.31,Premium,H,VS2,0.58,1.8629942701565052,0.619
0.43,Premium,F,VVS1,0.56,1.9823798288367047,0.615
0.78,Fair,F,SI2,0.53,2.0471765810925606,0.646
0.4,Premium,E,VVS1,0.61,1.9798974113434495,0.612
0.85,Ideal,D,VS2,0.55,2.1099707467146587,0.619
1.69,Very Good,E,SI2,0.59,2.2237583124480746,0.626
0.77,Premium,G,SI1,0.58,2.058600875807984,0.626
0.38,Very Good,G,VS1,0.59,1.9070208095631438,0.635
0.51,Ideal,H,VVS1,0.57,2.017034081551219,0.615
0.6,Good,G,VS1,0.61,2.0110288589936642,0.601
0.72,Ideal,J,SI2,0.55,2.0232679368738924,0.617
1.18,Very Good,G,VS2,0.547,2.2013272609198187,0.626
0.41,Ideal,F,VS2,0.57,1.9110228900548727,0.61
1.19,Premium,G,VS2,0.58,2.182900250048066,0.623
1.02,Premium,D,SI2,0.58,2.147917612981907,0.602
1.01,Very Good,E,VS2,0.58,2.17281803493498,0.604
0.38,Premium,H,VS1,0.58,1.9302162123750708,0.616
0.34,Premium,H,VS1,0.56,1.8931119634883424,0.613
0.5,Fair,G,VVS2,0.67,2.013702299965746,0.629
1.28,Ideal,E,VS1,0.57,2.2346273998108184,0.617
0.7,Very Good,E,SI2,0.6,2.0440733978420447,0.62
0.26,Ideal,G,IF,0.54,1.8677941555040527,0.617
0.41,Ideal,I,VS2,0.54,1.8622179328766164,0.614
1.05,Premium,J,VS1,0.61,2.1100919808785945,0.626
1.52,Premium,H,SI1,0.58,2.217027204632399,0.61
1.16,Premium,J,SI1,0.58,2.1220219892149546,0.625
1.0,Very Good,D,VS2,0.57,2.197668923044486,0.624
1.02,Premium,D,SI2,0.62,2.1399485095164894,0.595
0.4,Ideal,D,VS2,0.56,1.9397483469415042,0.604
0.32,Ideal,G,VS2,0.57,1.8838827581038609,0.62
0.32,Premium,F,VS2,0.58,1.904939333938013,0.594
1.29,Premium,G,SI2,0.58,2.163208076525404,0.62
1.06,Ideal,I,SI2,0.57,2.1086361999591117,0.614
0.51,Premium,D,SI1,0.59,1.9961957930765688,0.63
0.75,Premium,J,SI1,0.56,2.0255131996542803,0.617
0.39,Ideal,E,VVS2,0.56,1.969905654611529,0.616
0.82,Ideal,J,VS2,0.56,2.0688860277403194,0.616
0.71,Very Good,F,SI2,0.57,2.0518133745623617,0.632
0.36,Very Good,G,SI1,0.6,1.8383249383753757,0.618
1.03,Ideal,D,SI1,0.55,2.159407323317718,0.612
